[Sun Oct 21 03:15:02 2012] [notice] Apache/2.2.16 (Debian) PHP/5.3.3-7+squeeze13 with Suhosin-Patch configured -- resuming normal operations
[Mon Oct 22 03:02:23 2012] [error] [client 107.0.80.234] client sent HTTP/1.1 request without hostname (see RFC2616 section 14.23): /w00tw00t.at.ISC.SANS.DFind:)
[Mon Oct 22 04:45:57 2012] [error] [client 24.245.41.236] PHP Warning:  Unknown: failed to open stream: Permission denied in Unknown on line 0
[Tue Oct 23 02:14:09 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:14:09 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:14:09 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:14:09 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:53:47 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:53:47 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:53:47 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:53:47 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:53:47 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:53:47 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:53:47 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:53:47 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:00 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:00 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:00 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:00 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:00 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:00 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:00 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:00 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:19 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:19 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:19 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:19 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:19 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:19 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:19 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:54:19 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:12 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:12 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:12 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:12 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:12 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:12 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:12 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:12 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:25 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:25 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:25 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:25 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:25 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:25 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:25 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 02:55:25 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:02:49 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:02:49 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:02:49 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:02:49 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:02:49 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:02:49 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:02:49 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:02:49 2012] [error] [client 71.196.149.112] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:05:44 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:05:44 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:05:44 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:05:44 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:05:44 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:05:44 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:05:44 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:05:44 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:09:40 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:09:40 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:09:40 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:09:40 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:09:40 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:09:40 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:09:40 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:09:40 2012] [error] [client 70.45.251.14] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 03:17:34 2012] [error] [client 70.45.251.14] PHP Warning:  array_sum() expects parameter 1 to be array, string given in /var/www/apply/submit.php on line 34
[Tue Oct 23 04:18:08 2012] [error] [client 107.0.80.234] client sent HTTP/1.1 request without hostname (see RFC2616 section 14.23): /w00tw00t.at.ISC.SANS.DFind:)
[Tue Oct 23 04:30:24 2012] [error] [client 24.245.41.236] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:30:24 2012] [error] [client 24.245.41.236] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:30:24 2012] [error] [client 24.245.41.236] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:30:24 2012] [error] [client 24.245.41.236] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:30:24 2012] [error] [client 24.245.41.236] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:30:24 2012] [error] [client 24.245.41.236] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:30:24 2012] [error] [client 24.245.41.236] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:30:24 2012] [error] [client 24.245.41.236] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:33:46 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:33:46 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:33:46 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:33:46 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:33:46 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:33:46 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:33:46 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:33:46 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:35:27 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:35:27 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:35:27 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:35:27 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:35:27 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_execute() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 14, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:35:27 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_store_result() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 15, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:35:27 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_num_rows() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 16, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:35:27 2012] [error] [client 75.64.17.171] PHP Warning:  mysqli_stmt_close() expects parameter 1 to be mysqli_stmt, boolean given in /var/www/apply/functions/user.php on line 17, referer: http://www.minecartrapidtransit.net/apply/apply.php
[Tue Oct 23 04:41:20 2012] [error] [client 75.64.17.171] PHP Warning:  array_sum() expects parameter 1 to be array, string given in /var/www/apply/submit.php on line 34, referer: http://www.minecartrapidtransit.net/apply/apply.php
